id,observed_on_string,observed_on,time_zone,out_of_range,created_at,updated_at,quality_grade,url,tag_list,description,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
9456603,2018/01/09 3:10 PM NZDT,2018-01-09,Wellington,,2018-01-13 07:45:20 UTC,2018-01-24 21:43:34 UTC,research,https://www.inaturalist.org/observations/9456603,"",close to Fenella hut,0,false,"Kahurangi National Park 7073, New Zealand",-41.0491666667,172.5252777778,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9456875,2018/01/09 11:01 PM NZDT,2018-01-09,Wellington,,2018-01-13 09:27:49 UTC,2018-01-24 21:43:26 UTC,research,https://www.inaturalist.org/observations/9456875,"",Very prolific around lake Cobb,0,false,"Kahurangi National Park 7073, New Zealand",-41.1039694,172.6878661,69181,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9480744,2018/01/15 5:39 PM NZDT,2018-01-15,Wellington,,2018-01-15 08:18:35 UTC,2018-01-24 21:46:54 UTC,research,https://www.inaturalist.org/observations/9480744,"",This highly invasive species is taking over vast areas of the Lake Ohia Scientific Reserve.  In this instance the sea of yellow is not a pretty picture.  ,0,false,"Lake Ohia 0483, New Zealand",-34.9533361333,173.3705610037,8,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
9487224,2018/01/16 5:44 AM NZDT,2018-01-16,Wellington,,2018-01-15 22:47:26 UTC,2018-01-24 21:43:15 UTC,research,https://www.inaturalist.org/observations/9487224,"",,0,false,"Fergusons Bush Scenic Reserve, Westland, West Coast, New Zealand",-42.9234916667,170.757435,,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9503360,Tue Jan 16 2018 15:42:45 GMT+1300 (GMT+13),2018-01-16,Nuku'alofa,,2018-01-17 02:47:09 UTC,2018-01-24 21:42:41 UTC,research,https://www.inaturalist.org/observations/9503360,"",,0,false,"Westland, NZ-WC, NZ",-42.6129140921,171.1923489986,1274,obscured,,true,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9515468,2018/01/06 7:57 PM NZDT,2018-01-06,Wellington,,2018-01-18 05:25:14 UTC,2018-01-24 21:42:35 UTC,research,https://www.inaturalist.org/observations/9515468,"",,0,false,"Campbell Island, New Zealand",-52.54187,169.14918,50,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
9515469,2018/01/07 9:59 AM NZDT,2018-01-07,Wellington,,2018-01-18 05:25:14 UTC,2018-01-24 21:42:27 UTC,research,https://www.inaturalist.org/observations/9515469,"",,0,false,"Campbell Island, New Zealand",-52.54469,169.14304,50,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
9516393,2017/12/18 8:43 PM NZDT,2017-12-18,Wellington,,2018-01-18 08:43:24 UTC,2019-05-03 00:12:33 UTC,research,https://www.inaturalist.org/observations/9516393,"",,0,false,"Campbell Island Nature Reserve, Campbell Islands, Southland, New Zealand",-52.550655,169.1379416667,,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
9573048,2017/12/16 5:39 PM NZDT,2017-12-16,Wellington,,2018-01-23 09:34:10 UTC,2018-02-02 19:31:04 UTC,research,https://www.inaturalist.org/observations/9573048,"",,0,false,"Otira Valley, Arthurs Pass",-42.898051734,171.5512418756,239,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9596865,2018/01/20 12:24 PM NZDT,2018-01-20,Wellington,,2018-01-24 07:13:06 UTC,2018-02-02 19:34:05 UTC,research,https://www.inaturalist.org/observations/9596865,"",On wet slope above wetland.,0,false,"Macetown 9371, New Zealand",-44.7734195629,168.828792572,35,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9605377,2017/11/14 4:37 PM HST,2017-11-14,Hawaii,,2018-01-24 23:52:43 UTC,2018-02-02 19:34:45 UTC,research,https://www.inaturalist.org/observations/9605377,"",,0,false,"Charleston 7892, Nowa Zelandia",-41.9442913889,171.4290330556,,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9605378,2017/11/14 4:38 PM HST,2017-11-14,Hawaii,,2018-01-24 23:52:43 UTC,2018-02-02 19:34:55 UTC,research,https://www.inaturalist.org/observations/9605378,"",,0,false,"Charleston 7892, Nowa Zelandia",-41.944455,171.429075,,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9618785,2018/01/21 3:20 PM NZDT,2018-01-21,Wellington,,2018-01-26 11:09:23 UTC,2018-02-03 09:25:42 UTC,research,https://www.inaturalist.org/observations/9618785,"","",0,false,"Kahurangi National Park 7073, New Zealand",-41.6561305966,172.5867605209,122,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9628313,2018/01/27 4:30 PM NZDT,2018-01-27,Wellington,,2018-01-27 04:54:31 UTC,2018-02-02 19:42:04 UTC,research,https://www.inaturalist.org/observations/9628313,"","",0,false,"Canterbury, NZ",-43.5421135037,172.5141672601,31,obscured,open,true,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9628343,2018/01/23 11:32 AM NZDT,2018-01-23,Wellington,,2018-01-27 05:01:13 UTC,2018-02-02 19:42:19 UTC,research,https://www.inaturalist.org/observations/9628343,"",Growing amongst moss within a seep.,0,false,"Selwyn District, Canterbury, New Zealand",-42.9111870406,171.5626477219,341,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9637695,2018-01-20 16:31:40,2018-01-20,Wellington,,2018-01-28 02:03:16 UTC,2018-02-02 19:44:21 UTC,research,https://www.inaturalist.org/observations/9637695,"Drosera, carnivorous",Drosera arcturi found in a peat bog ,0,false,"Selwyn, NZ-CA, NZ",-43.118778,171.909857,1863,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9638372,2018-01-20,2018-01-20,Wellington,,2018-01-28 03:03:46 UTC,2018-02-02 19:44:29 UTC,research,https://www.inaturalist.org/observations/9638372,"",Found in a montane bog.,0,false,"Cass, canterbury",-43.057036,171.791271,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9639414,2018/01/26 3:32 PM NZDT,2018-01-26,Wellington,,2018-01-28 04:09:56 UTC,2018-02-02 19:44:56 UTC,research,https://www.inaturalist.org/observations/9639414,"",,0,false,"Pukeiti 4374, New Zealand",-39.2003611734,173.9830762624,15,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9648550,2018-01-23 11:32:23 AM NZDT,2018-01-23,Wellington,,2018-01-28 23:19:40 UTC,2018-02-02 19:45:46 UTC,research,https://www.inaturalist.org/observations/9648550,"","Leaves c. 7cm x 8mm, clad in stalked glandular hairs, and with sheathing base. Peduncles glabrous, up to 15cm. long, with capsule c. 1cm long. ",0,false,"Temple Basin Track, Arthur's Pass 7875, New Zealand",-42.9104963963,171.5609527007,258,,,false,gps,gps,Drosera arcturi,Drosera arcturi,,Plantae,54678
9649577,2018-01-23 11:35:16 AM NZDT,2018-01-23,Wellington,,2018-01-29 00:31:02 UTC,2018-02-03 09:25:24 UTC,research,https://www.inaturalist.org/observations/9649577,"","Leaves rosulate, petioles up tp 10mm. long, glandular, gradually widening, and clad in stalked glandular hairs. Peduncle solitary, or can be few, glandular above, terminating in glandular racemes. Capsule c. 1.5mm. long.",0,false,"Temple Basin Track, Arthur's Pass 7875, New Zealand",-42.9107620941,171.560681127,516,,,false,gps,gps,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9654477,2018/01/23 2:53 PM NZDT,2018-01-23,Wellington,,2018-01-29 07:47:25 UTC,2018-02-02 19:49:19 UTC,research,https://www.inaturalist.org/observations/9654477,"",,0,false,"Bealey 7580, New Zealand",-43.0543296866,171.7850545437,4,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9660297,2018-01-23,2018-01-23,Auckland,,2018-01-29 21:57:28 UTC,2018-02-02 19:59:08 UTC,research,https://www.inaturalist.org/observations/9660297,"",close up of leaf surfaces,0,false,"Arthurs Pass, Arthur's Pass National Park, NZ-CA-SY, NZ-CA, NZ",-42.911209,171.560462,48,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9660908,2018/01/23 2:55 PM NZDT,2018-01-23,Wellington,,2018-01-29 22:52:47 UTC,2018-02-02 19:59:13 UTC,research,https://www.inaturalist.org/observations/9660908,"",,1,false,"Selwyn District, Canterbury, New Zealand",-42.9114317681,171.5643350972,31,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
9661399,2018/01/23 11:44 AM NZDT,2018-01-23,Wellington,,2018-01-29 23:34:55 UTC,2018-02-02 19:59:32 UTC,research,https://www.inaturalist.org/observations/9661399,"",.. and one bug of unknown species caught in an existential scream ,0,false,"Selwyn District, Canterbury, New Zealand",-42.911516838,171.564458246,63,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9664160,2018-01-21,2018-01-21,Wellington,,2018-01-30 03:28:03 UTC,2018-02-02 19:53:59 UTC,research,https://www.inaturalist.org/observations/9664160,"","Carnivorous plant with hairs on each leaf and globs of ""dew"" to aid in prey capture",0,false,Kettle Hole Bog,-43.0275,171.999207,6211,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9664365,2018-01-20,2018-01-20,Auckland,,2018-01-30 03:47:15 UTC,2018-02-02 19:54:10 UTC,research,https://www.inaturalist.org/observations/9664365,"Kettle hole bog, Drosera","insectivorous herb with glandular hairs, distinct from other species due to leaf shape. Growing in a bog.",0,false,Kettle Hole Bog,-43.054578,171.786126,111,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9665317,2018-01-23,2018-01-23,Auckland,,2018-01-30 05:07:13 UTC,2018-02-02 19:54:28 UTC,research,https://www.inaturalist.org/observations/9665317,"Temple Basin, Drosera",Small insetivorous plant with glandular hairs on the leaves. Distinct from other species due to the short spoon like leaves.,0,false,Temple Basin,-42.911102,171.562521,371,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9674721,2018/01/20 4:14 PM NZDT,2018-01-20,Wellington,,2018-01-31 00:22:22 UTC,2018-02-02 19:55:16 UTC,research,https://www.inaturalist.org/observations/9674721,"",,0,false,"Craigieburn Forest Park 7580, New Zealand",-43.0768752432,171.6834272628,15625,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9681777,2017/11/22 3:46 PM HST,2017-11-22,Hawaii,,2018-01-31 18:16:13 UTC,2018-02-02 19:56:24 UTC,research,https://www.inaturalist.org/observations/9681777,"",,0,false,"Poplars Range 7392, Nowa Zelandia",-42.3800330556,172.4013880556,,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9684251,2018/01/25 1:33 AM NZDT,2018-01-25,Wellington,,2018-01-31 21:58:29 UTC,2018-02-02 19:57:31 UTC,research,https://www.inaturalist.org/observations/9684251,"",,0,false,"Okarito 7886, New Zealand",-43.2481266667,170.21061,,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9687270,2018-01-23,2018-01-23,Wellington,,2018-02-01 01:53:09 UTC,2018-02-02 19:57:50 UTC,research,https://www.inaturalist.org/observations/9687270,"","",0,false,"Arthurs Pass, Arthur's Pass National Park, NZ-CA-SY, NZ-CA, NZ",-42.910621,171.560129,48,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9688428,2018/01/23 11:37 AM NZDT,2018-01-23,Wellington,,2018-02-01 03:13:46 UTC,2018-02-02 19:57:56 UTC,research,https://www.inaturalist.org/observations/9688428,"",,0,false,"Selwyn District, Canterbury, New Zealand",-42.9108333333,171.5594444444,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9691136,2018/01/27 9:45 AM NZDT,2018-01-27,Wellington,,2018-02-01 07:47:01 UTC,2018-02-18 03:25:42 UTC,research,https://www.inaturalist.org/observations/9691136,"","",0,false,"St James Range 7395, New Zealand",-42.2317233333,172.6974566667,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9691137,2018/01/27 9:51 AM NZDT,2018-01-27,Wellington,,2018-02-01 07:47:01 UTC,2018-02-18 03:26:11 UTC,research,https://www.inaturalist.org/observations/9691137,"","",0,false,"St James Range 7395, New Zealand",-42.2127366667,172.7103683333,,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
9696156,2018-01-20,2018-01-20,Auckland,,2018-02-01 22:05:03 UTC,2019-05-03 00:25:02 UTC,research,https://www.inaturalist.org/observations/9696156,"",Found growing in  year round wet bog.,0,false,lake sarah canterbury,-43.054741,171.784501,264,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9697732,2018-01-23,2018-01-23,Auckland,,2018-02-02 00:59:40 UTC,2018-06-23 05:11:35 UTC,research,https://www.inaturalist.org/observations/9697732,"","",0,false,Temple basin,-42.910148,171.56422,69,,,false,,,Drosera spatulata,Drosera spatulata,Rosy Sundew,Plantae,122208
9698429,2018-01-22,2018-01-22,Auckland,,2018-02-02 02:21:31 UTC,2018-02-18 03:25:15 UTC,research,https://www.inaturalist.org/observations/9698429,"","",0,false,Kettlehole bog,-43.054318,171.785074,194,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9700679,2017/10/10 2:07 PM NZDT,2017-10-10,Wellington,,2018-02-02 07:02:18 UTC,2018-02-18 03:25:08 UTC,research,https://www.inaturalist.org/observations/9700679,"",,0,false,"Otukou 3382, New Zealand",-39.0315526541,175.8139944075,127,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
9720562,2018/02/03 1:47 PM NZDT,2018-02-03,Wellington,,2018-02-03 22:23:31 UTC,2018-02-18 03:25:02 UTC,research,https://www.inaturalist.org/observations/9720562,"",fen peatland,0,false,"Travis Wetland, Burwood, Christchurch, New Zealand",-43.4855358095,172.6865412945,5,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9725474,2018/01/23 2:58 PM NZDT,2018-01-23,Wellington,,2018-02-04 05:40:15 UTC,2018-02-18 03:24:50 UTC,research,https://www.inaturalist.org/observations/9725474,"","",0,false,"Selwyn District, Canterbury, New Zealand",-42.9104144444,171.56374,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
9745541,2017/11/28 1:03 PM HST,2017-11-28,Hawaii,,2018-02-05 22:50:51 UTC,2018-02-18 03:24:41 UTC,research,https://www.inaturalist.org/observations/9745541,"",,0,false,"Kaingaroa Forest, Nowa Zelandia",-38.3197480556,176.376485,,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
9828038,2014/12/19 2:38 AM NZDT,2014-12-19,Wellington,,2018-02-11 23:30:30 UTC,2018-02-18 03:24:35 UTC,research,https://www.inaturalist.org/observations/9828038,"",,0,false,"Kaweka Forest Park 4179, New Zealand",-39.362174277,176.3647270203,488,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
9875012,2018/02/15 5:42 PM NZDT,2018-02-15,Wellington,,2018-02-16 02:06:46 UTC,2018-02-22 09:35:11 UTC,research,https://www.inaturalist.org/observations/9875012,2017,Scattered around in old vehicle  ruts and swampy edge of gravel-bottomed ponds.,0,false,Duntroon recreation reserve,-44.848883,170.688958,300,,,false,,,Utricularia dichotoma,Utricularia dichotoma,fairy aprons,Plantae,123241
10048857,2014/01/11 1:38 PM NZDT,2014-01-11,Wellington,,2018-03-02 00:13:05 UTC,2018-03-07 02:35:15 UTC,research,https://www.inaturalist.org/observations/10048857,"",,0,false,"Paparoa, Paparoa National Park, Buller, West Coast, New Zealand",-42.0154133333,171.4780966667,,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
10049051,2012/12/29 9:26 AM NZDT,2012-12-29,Wellington,,2018-03-02 00:31:33 UTC,2018-03-07 02:35:08 UTC,research,https://www.inaturalist.org/observations/10049051,"",,0,false,"Howard 7072, New Zealand",-41.8432955476,172.736620903,214,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
10065617,2018/02/23 11:02 AM NZDT,2018-02-23,Wellington,,2018-03-03 08:58:55 UTC,2018-03-07 02:34:55 UTC,research,https://www.inaturalist.org/observations/10065617,"",,0,false,"Kahurangi National Park 7073, New Zealand",-40.899906942,172.3980275753,58,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
10098020,2014/01/02 11:09 AM NZDT,2014-01-02,Wellington,,2018-03-05 10:31:23 UTC,2018-03-07 02:34:48 UTC,research,https://www.inaturalist.org/observations/10098020,"",,0,false,"Parapara, New Zealand",-40.7406414268,172.6515197754,977,,open,false,,,Fork-leaved Sundew,Drosera binata,Fork-leaved Sundew,Plantae,54684
10111488,2013/12/15 3:27 PM NZDT,2013-12-15,Wellington,,2018-03-06 10:47:32 UTC,2018-03-07 02:34:27 UTC,research,https://www.inaturalist.org/observations/10111488,"",,1,false,"Conservation Area - Lyell Range - Radiant Range, NZ-TS-TM, NZ-NE, NZ",-41.6970495304,172.1605682373,244,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
10181306,2018-03-11 1:21:09 PM NZDT,2018-03-11,Wellington,,2018-03-11 09:09:15 UTC,2018-06-23 05:19:04 UTC,research,https://www.inaturalist.org/observations/10181306,"",,0,false,"Kapiti Coast, Tararua Forest Park, NZ-WG, NZ",-40.9150088414,175.263404475,32,,,false,,,Drosera stenopetala,Drosera stenopetala,,Plantae,401564
10379774,2018/03/17 9:13 AM NZDT,2018-03-17,Wellington,,2018-03-23 19:52:51 UTC,2018-03-31 03:19:50 UTC,research,https://www.inaturalist.org/observations/10379774,"",On wet bank,0,false,"Fiordland National Park, New Zealand",-44.8113747087,168.1292724609,61,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
10379921,2018/03/17 10:14 AM NZDT,2018-03-17,Wellington,,2018-03-23 20:02:41 UTC,2018-03-31 03:20:04 UTC,research,https://www.inaturalist.org/observations/10379921,"",,0,false,"Fiordland National Park, New Zealand",-44.8284555556,168.1376444444,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
10380091,2018/03/17 11:34 AM NZDT,2018-03-17,Wellington,,2018-03-23 20:12:38 UTC,2018-03-31 03:20:19 UTC,research,https://www.inaturalist.org/observations/10380091,"",,0,false,"Fiordland National Park, New Zealand",-44.8220694444,168.1470666667,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
10380092,2018/03/17 11:44 AM NZDT,2018-03-17,Wellington,,2018-03-23 20:12:38 UTC,2018-03-31 03:20:23 UTC,research,https://www.inaturalist.org/observations/10380092,"",,0,false,"Fiordland National Park, New Zealand",-44.8195472222,168.1485777778,,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
10428419,2018/03/25 4:00 PM NZDT,2018-03-25,Wellington,,2018-03-26 06:44:13 UTC,2018-03-31 03:08:46 UTC,research,https://www.inaturalist.org/observations/10428419,"",,0,false,"Kahurangi National Park 7073, New Zealand",-40.9013888889,172.3438888889,,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
10629868,2018-03-11 2:05:41 pm NZDT,2018-03-11,Wellington,,2018-04-05 03:51:38 UTC,2018-04-25 05:14:13 UTC,research,https://www.inaturalist.org/observations/10629868,"","I think this is a carnivorous sundew, I do not know the species. Found on ground very close to the watertable of a tarn/high altitude pond.",0,false,"Maruia 7895, New Zealand",-42.3794933814,172.4019408971,5504,,,false,gps,gps,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
10756606,2013-02-01,2013-02-01,Auckland,,2018-04-10 18:52:11 UTC,2018-04-17 23:37:14 UTC,research,https://www.inaturalist.org/observations/10756606,"","",0,false,"Fiordland National Park, New Zealand",-44.8172296787,168.1245655037,488,,,false,,"",Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
11249601,2017-10-25 8:22:02 AM NZDT,2017-10-25,Wellington,,2018-04-21 03:59:09 UTC,2019-01-14 19:45:40 UTC,needs_id,https://www.inaturalist.org/observations/11249601,"",Growing on pumice bank ,0,false,"410 State Highway 1, Otukou 3382, New Zealand",-39.0313911798,175.8134153858,2064,,,false,gps,gps,Sundews,Drosera,Sundews,Plantae,51935
12101689,2018/05/03 1:41 PM NZST,2018-05-03,Wellington,,2018-05-03 19:13:34 UTC,2018-05-12 03:54:38 UTC,research,https://www.inaturalist.org/observations/12101689,"",Floating on top of pond. Small yellow flower.,0,false,"Waipu, New Zealand",-36.0248589452,174.4383215904,3,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
12188313,2018-05-06 12:15:35 PM NZST,2018-05-06,Wellington,,2018-05-06 07:34:49 UTC,2018-06-08 13:24:27 UTC,research,https://www.inaturalist.org/observations/12188313,"",,0,false,"31 Korimako Rd, Days Bay, Lower Hutt 5013, New Zealand",-41.2802377187,174.9088180087,16,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
12441559,Sun May 13 2018 15:22:10 GMT+1200 (GMT+12),2018-05-13,Auckland,,2018-05-14 04:41:25 UTC,2018-06-08 13:24:20 UTC,research,https://www.inaturalist.org/observations/12441559,"",,0,false,"Muritai Park, Eastbourne, Wellington, NZ",-41.2958866667,174.89882,5,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
12465709,2018-05-14 10:55:46 AM NZST,2018-05-14,Wellington,,2018-05-15 00:04:55 UTC,2019-05-02 23:50:58 UTC,research,https://www.inaturalist.org/observations/12465709,"",,0,false,"Waiouru Military Area, New Zealand",-39.2911109924,175.7630615234,,,,false,gps,gps,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
12587676,2018-05-19,2018-05-19,Auckland,,2018-05-18 21:57:29 UTC,2018-06-08 13:23:18 UTC,research,https://www.inaturalist.org/observations/12587676,"","Waikumete Cemetery, ""Orchid Hill"". On clay bank in gumland. Associated species: <em>Goebelobryum unguiculatum</em>.",0,false,"Glen Eden, Auckland",-36.904123,174.64025,21,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
12703864,2013/03/12 1:13 PM NZDT,2013-03-12,Wellington,,2018-05-22 10:43:43 UTC,2018-06-08 13:23:09 UTC,research,https://www.inaturalist.org/observations/12703864,"","",0,false,"Charleston 7892, New Zealand",-41.8794200575,171.6438674927,977,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
12703865,2013/03/12 1:14 PM NZDT,2013-03-12,Wellington,,2018-05-22 10:43:44 UTC,2018-06-08 13:23:03 UTC,research,https://www.inaturalist.org/observations/12703865,"",,0,false,"Charleston 7892, New Zealand",-41.8789279816,171.6446399689,244,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
13004075,Mon May 28 2018 13:40:09 GMT+1200 (GMT+12),2018-05-28,Auckland,,2018-06-01 05:28:53 UTC,2018-06-08 13:22:37 UTC,research,https://www.inaturalist.org/observations/13004075,"",,0,false,"Denniston, Denniston, West Coast, NZ",-41.7712833333,171.7631216667,5,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
13055409,2018/02/07 1:30 AM HST,2018-02-07,Hawaii,,2018-06-02 22:00:06 UTC,2018-09-16 01:15:21 UTC,research,https://www.inaturalist.org/observations/13055409,"","",0,false,"District de Selwyn, Canterbury, Nouvelle-Zélande",-42.9874649941,171.5883998805,5392,,,false,,,Drosera arcturi,Drosera arcturi,,Plantae,54678
13055503,2018/01/17 1:06 AM HST,2018-01-17,Hawaii,,2018-06-02 22:02:41 UTC,2019-05-02 03:54:13 UTC,research,https://www.inaturalist.org/observations/13055503,"","",1,false,"District de Ruapehu, Manawatu-Wanganui, Nouvelle-Zélande",-39.2543353313,175.4157450228,977,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
13055581,2018/02/03 11:59 PM HST,2018-02-03,Hawaii,,2018-06-02 22:04:54 UTC,2019-05-02 03:54:07 UTC,research,https://www.inaturalist.org/observations/13055581,"","",0,false,"Denniston 7891, Nouvelle-Zélande",-41.7692294841,171.7484207704,3320,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
13071029,2018/02/07 1:11 AM HST,2018-02-07,Hawaii,,2018-06-03 09:56:26 UTC,2019-05-02 03:53:38 UTC,needs_id,https://www.inaturalist.org/observations/13071029,"","",0,false,"District de Selwyn, Canterbury, Nouvelle-Zélande",-42.9919921071,171.5882765496,244,,,false,,,Sundews,Drosera,Sundews,Plantae,51935
13543559,2018/06/16 10:39 AM HST,2018-06-16,Hawaii,,2018-06-18 06:37:20 UTC,2018-09-16 01:14:18 UTC,research,https://www.inaturalist.org/observations/13543559,"",uncommon in scrubland burnt 7 years ago,0,false,"Titoki 0172, New Zealand",-35.6693640146,174.0510226563,165,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
13627780,2018/06/20 11:32 AM NZST,2018-06-20,Wellington,,2018-06-21 01:50:55 UTC,2018-09-16 01:14:13 UTC,research,https://www.inaturalist.org/observations/13627780,"",,0,false,"Parapara, New Zealand",-40.71517,172.6705,50,,,false,,,Rosy Sundew,Drosera spatulata,Rosy Sundew,Plantae,122208
14063503,2018/07/04 12:42 PM NZST,2018-07-04,Wellington,,2018-07-05 03:06:37 UTC,2018-07-06 05:15:16 UTC,research,https://www.inaturalist.org/observations/14063503,"",,0,false,"Lake Ohia 0483, New Zealand",-34.9822870187,173.3626265896,4,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
14183785,2018/07/02 3:33 PM NZST,2018-07-02,Wellington,,2018-07-08 23:41:26 UTC,2018-09-16 01:13:33 UTC,needs_id,https://www.inaturalist.org/observations/14183785,"","See kanuka leaf in photo for size reference. Growing on north facing slope in low kanuka, mingimingi scrub.",0,false,"Great Barrier Island, Auckland 0991, New Zealand",-36.1564161765,175.3470691876,31,,,false,,,Sundews,Drosera,Sundews,Plantae,51935
14376509,Sun Jul 15 2018 12:56:55 GMT+1200 (GMT+12),2018-07-15,Auckland,,2018-07-15 08:28:25 UTC,2018-09-16 01:13:27 UTC,research,https://www.inaturalist.org/observations/14376509,"",,0,false,"3073, Waimangu, Bay of Plenty, NZ",-38.283105,176.3974716667,0,,,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
14432124,2018-07-17,2018-07-17,Auckland,,2018-07-17 01:27:39 UTC,2019-07-02 22:02:37 UTC,research,https://www.inaturalist.org/observations/14432124,"",Green Bay Beach [Reserve] and vicinity. One patch of orchids observed at the top of the coastal cliffs near the Green Bay end of the track to Taunton Terrace. Associated with <em>Pterostylis trullifolia</em>.,0,false,"Green Bay, Auckland",-36.931596,174.690763,26,,open,false,,,Tall sundew,Drosera auriculata,Tall sundew,Plantae,424565
14598602,2018/07/21 3:24 PM NZST,2018-07-21,Wellington,,2018-07-22 06:26:22 UTC,2018-09-29 08:09:01 UTC,research,https://www.inaturalist.org/observations/14598602,"",Now a very common weed species in wetland areas.,0,false,"Lake Ohia 0483, New Zealand",-34.9803900575,173.3412214129,15,,open,false,,,humped bladderwort,Utricularia gibba,humped bladderwort,Plantae,79464
